Molecule,Form,Brand,Manufacturer,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
ACETAMINOPHEN,O ORALS,OTHER,QUALITEST PRODUCTS,"$1,825,543 ","$3,676,904 ","$4,442,715 ","$3,507,488 ","$4,101,382 ","$2,747,539 ","$686,562 "
ACETAMINOPHEN,O ORALS,OTHER,R I J PHARM,$698 ,"$1,911 ","$4,966 ","$6,775 ","$8,370 ","$6,242 ","$17,956 "
ACETAMINOPHEN,O ORALS,OTHER,REPACKAGER,"$586,983 ","$500,561 ","$46,930 ","$29,448 ","$38,623 ","$38,285 ","$10,677 "
ACETAMINOPHEN,O ORALS,OTHER,SILARX PHARM INC,"$392,835 ","$737,662 ","$675,522 ","$722,868 ","$904,293 ","$777,371 ","$197,498 "
ACETAMINOPHEN,O ORALS,OTHER,TEVA PHARMACEUTICA,"$1,187,258 ","$442,341 ",$430 ,$253 ,$61 ,,
ACETAMINOPHEN,O ORALS,OTHER,URL PHARMA,"$8,061 ","$10,207 ","$8,517 ","$7,398 ","$7,022 ","$6,995 ","$1,675 "
ACETAMINOPHEN,O ORALS,OTHER,VETCO,,"$674,086 ","$445,428 ","$5,959 ",,,
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,A-S MEDICATION,,,,,,$61 ,$34 
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,G & W LABS,"$821,851 ","$2,631,625 ","$3,468,815 ","$2,823,958 ","$2,445,480 ","$2,046,130 ","$523,134 "
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,MAJOR PHARM,"$56,350 ","$126,633 ","$121,061 ","$38,761 ","$1,009 ",$18 ,
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,PRIVATE LABEL,"$150,245 ","$416,052 ","$527,511 ","$856,015 ","$1,096,014 ","$1,025,557 ","$327,583 "
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,REPACKAGER,"$6,869 ","$4,763 ","$6,564 ","$6,750 ","$6,408 ","$5,567 ","$1,345 "
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,TARO PHARM,"$565,918 ","$561,471 ","$1,037,015 ","$1,404,524 ","$2,215,302 ","$2,309,870 ","$810,944 "
ACETAMINOPHEN,"R RECTALS,SYST",OTHER,TEVA PHARMACEUTICA,"$108,639 ","$6,574 ",$33 ,,,,
ACETAMINOPHEN,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,$179 ,$219 ,$387 ,$168 
ACETAMINOPHEN,Y ALL OTHERS,OTHER,LETCO MED,,,,$181 ,"$3,255 ","$3,174 ","$1,018 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID,O ORALS,OTHER,NOVARTIS CONS HLTH,"$3,090,569 ","$4,404,126 ","$4,743,369 ","$93,534 ",$197 ,,
ACETAMINOPHEN!ACETYLSALICYLIC ACID,O ORALS,OTHER,PRESTIGE BRANDS,"$673,728 ","$541,569 ","$1,250,513 ","$1,098,288 ","$442,456 ","$6,770 ","$1,763 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,BAYER CONSUMER CAR,"$1,220,636 ","$843,415 ","$758,493 ","$3,508,336 ","$2,389,767 ","$810,067 ","$144,417 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,MAJOR PHARM,"$8,146 ","$19,769 ","$43,108 ","$218,342 ","$169,823 ","$288,911 ","$85,706 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,MEDIQUE PRODS,,,,$38 ,$962 ,$930 ,$201 
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,NOVARTIS CONS HLTH,"$70,732,840 ","$89,150,255 ","$87,582,989 ","$13,728,999 ","$59,869,581 ","$54,204,026 ","$15,092,927 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,PRESTIGE BRANDS,"$441,682 ","$797,782 ","$1,155,295 ","$1,265,485 ","$4,417,488 ","$3,986,354 ","$1,022,147 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,PRIVATE LABEL,"$2,914,066 ","$4,429,215 ","$4,602,906 ","$19,377,236 ","$10,220,883 ","$8,493,730 ","$2,202,855 "
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE,O ORALS,OTHER,TEVA PHARMACEUTICA,"$39,564 ","$13,047 ",$13 ,,,,
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE!SALICYLAMIDE,O ORALS,BRAND,GENTEX PHARMA,"$195,953 ","$268,979 ","$76,247 ",$126 ,,,
ACETAMINOPHEN!ACETYLSALICYLIC ACID!CAFFEINE!SALICYLAMIDE,O ORALS,OTHER,MEDIQUE PRODS,,,,,,$811 ,$226 
ACETAMINOPHEN!ASCORBIC ACID!DEXTROMETHORPHAN!DOXYLAMINE,O ORALS,OTHER,PROCTER & G OTC,"$1,478,939 ","$2,348,193 ","$890,165 ",$68 ,,,
ACETAMINOPHEN!ASCORBIC ACID!DEXTROMETHORPHAN!DOXYLAMINE!PHENYLEPHRINE,S OTHER SYSTEMICS,OTHER,PROCTER & G OTC,"$2,715,762 ","$5,020,690 ","$1,220,116 ",$605 ,,,
ACETAMINOPHEN!ASCORBIC ACID!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,PROCTER & G OTC,"$2,372,867 ","$3,600,299 ","$950,615 ",$10 ,,,
ACETAMINOPHEN!ATROPINE!PHENYLEPHRINE,O ORALS,OTHER,DOVER PHARM,"$31,194 ","$49,287 ","$55,267 ","$49,698 ","$51,191 ","$45,825 ","$10,036 "
ACETAMINOPHEN!BROMPHENIRAMINE,O ORALS,OTHER,MAGNA PHARM,,,,,,$131 ,"$1,498 "
ACETAMINOPHEN!BROMPHENIRAMINE!DIPHENHYDRAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,PFIZER CPD,$4 ,,,,,,
ACETAMINOPHEN!BUTALBITAL,O ORALS,BRANDED GENERIC,ATLEY PHARM,"$1,343,336 ","$1,985,143 ","$1,268,069 ","$1,842 ",$220 ,,
ACETAMINOPHEN!BUTALBITAL,O ORALS,BRANDED GENERIC,ECR PHARM,"$538,596 ","$928,618 ","$2,681,921 ","$6,222,117 ","$10,721,291 ","$13,340,999 ","$5,946,842 "
ACETAMINOPHEN!BUTALBITAL,O ORALS,BRANDED GENERIC,MARNEL PHARM,"$21,123 ","$29,785 ","$7,514 ","$2,756 ",$64 ,,
ACETAMINOPHEN!BUTALBITAL,O ORALS,BRANDED GENERIC,MERZ PHARM,"$55,254 ","$65,539 ","$72,602 ","$66,059 ",,,
ACETAMINOPHEN!BUTALBITAL,O ORALS,BRANDED GENERIC,VALEANT PHARM,"$2,671,287 ","$3,872,487 ","$3,639,563 ","$3,682,864 ","$6,670,489 ","$926,540 ",
ACETAMINOPHEN!BUTALBITAL,O ORALS,GENERIC,QUALITEST PRODUCTS,"$652,299 ","$1,342,239 ","$1,615,450 ","$1,524,082 ","$1,638,757 ","$5,375,483 ","$1,281,192 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,ACTAVIS,"$13,368,143 ","$18,990,032 ","$17,077,096 ","$16,051,162 ","$12,005,770 ","$8,723,302 ","$2,424,051 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,BLANSETT,"$14,000 ",$541 ,$70 ,$116 ,,$69 ,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,ECR PHARM,,"$222,041 ","$415,219 ","$738,593 ","$333,873 ",$298 ,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,EVERETT LABS,"$37,953 ","$46,863 ","$55,824 ","$30,229 ",,$185 ,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,MAGNA PHARM,,,"$4,336 ","$19,708 ","$35,261 ","$181,220 ","$104,263 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,MARNEL PHARM,"$15,947 ","$20,812 ","$22,288 ","$28,387 ","$57,250 ","$85,563 ","$34,750 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,MIDLOTHIAN LABS,"$2,761,242 ","$4,328,938 ","$4,609,795 ","$4,871,791 ","$5,633,385 ","$2,104,537 ","$517,106 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,POLY PHARM,"$11,416 ","$90,548 ","$62,428 ","$55,223 ","$39,797 ","$1,157 ",
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,SHIONOGI USA,"$2,709,027 ","$4,895,150 ","$5,218,699 ","$3,719,249 ","$2,792,610 ","$174,535 ",$299 
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,US PHARMACEUT CORP,$66 ,,,,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,ACTAVIS,"$1,236,775 ","$1,073,193 ","$1,023,193 ","$1,216,799 ","$2,460,815 ","$32,367,996 ","$13,626,578 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,AMERICAN HLTH PKG,"$4,456 ","$68,635 ","$120,535 ","$155,646 ","$267,440 ","$582,902 ","$181,858 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,A-S MEDICATION,"$5,477 ","$7,875 ","$5,729 ","$4,826 ","$3,619 ","$7,341 ","$2,737 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,LANNETT,,,,,"$281,390 ","$3,373,374 ","$1,251,218 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,LIBERTAS PHARMA,,,,"$200,647 ","$1,257,370 ","$3,659,347 ","$1,127,179 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,MAJOR PHARM,"$32,108 ","$41,673 ","$13,283 ",$559 ,$24 ,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,MALLINCKRODT,"$126,366 ","$2,791 ",,,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,MIKART INC,"$2,085,191 ","$3,152,118 ","$3,372,749 ","$3,637,597 ","$4,839,129 ","$13,657,950 ","$1,566,421 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,PD-RX PHARM,,,,"$6,349 ",,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$4,957,329 ","$8,467,164 ","$9,198,317 ","$11,762,159 ","$20,068,497 ","$61,417,308 ","$18,444,992 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,REPACKAGER,"$1,346 ","$2,407 ","$1,908 ",,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,RISING PHARM,"$144,559 ","$292,214 ","$1,491 ",,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$325,276 ","$117,895 ",$88 ,$33 ,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,WEST WARD,"$1,764,179 ","$2,631,748 ","$3,050,575 ","$2,187,515 ","$224,084 ","$7,624 ","$12,570 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,BRANDED GENERIC,ACTAVIS,"$2,659,383 ","$3,527,541 ","$3,161,946 ","$3,015,569 ","$3,031,472 ","$2,572,926 ","$710,819 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,ACTAVIS,"$560,369 ","$1,300,821 ","$1,727,047 ","$1,685,129 ","$5,589,700 ","$16,013,183 ","$5,991,717 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,BRECKENRIDGE,"$340,302 ","$640,055 ","$708,213 ","$612,269 ","$244,487 ","$1,493,389 ","$901,759 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$2,036,732 ","$2,913,078 ","$2,728,661 ","$3,415,158 ","$4,911,023 ","$9,416,156 ","$2,775,463 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,WEST WARD,"$2,104,381 ","$2,739,163 ","$2,370,489 ","$1,199,995 ","$116,239 ","$2,641 ",
ACETAMINOPHEN!CAFFEINE,O ORALS,OTHER,NOVARTIS CONS HLTH,"$5,812,295 ","$8,911,627 ","$9,252,846 ","$318,116 ",$6 ,"$2,135,544 ","$994,489 "
ACETAMINOPHEN!CAFFEINE,O ORALS,OTHER,PRIVATE LABEL,"$258,992 ","$432,424 ","$313,246 ","$403,728 ","$1,344,397 ","$1,167,997 ","$206,292 "
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,PAN AMERICAN LABS,"$246,325 ","$5,212 ",$155 ,,,,
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,WRASER PHARM,"$189,693 ","$925,295 ","$1,857,524 ","$1,995,008 ","$1,940,315 ","$285,680 ","$786,108 "
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,ZERXIS PHARMA,"$19,360 ","$2,588 ",$56 ,$333 ,,,
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$1,270,171 ","$2,005,597 ","$2,283,801 ","$1,719,141 ","$619,492 ",$762 ,
ACETAMINOPHEN!CAFFEINE!GUAIFENESIN!PHENYLEPHRINE,O ORALS,OTHER,MEDIQUE PRODS,$121 ,$258 ,$25 ,,,,
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,BRANDED GENERIC,JAZZ PHARMA PLC,"$234,360 ","$328,302 ",,,,,
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,BRANDED GENERIC,WRASER PHARM,"$261,080 ","$774,184 ","$2,793,089 ","$1,886,195 ","$1,973,845 ","$1,369,563 ","$213,894 "
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,GENERIC,WOMENS CHOICE,,,"$60,614 ","$1,094,092 ","$1,520,499 ","$192,908 ",
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,GENERIC,XSPIRE PHARMA,,,,,,"$1,012,463 ","$665,252 "
ACETAMINOPHEN!CAFFEINE!MAGNESIUM,O ORALS,OTHER,ALVA/AMCO PHARMACA,"$1,085 ",$355 ,$119 ,$54 ,,,
ACETAMINOPHEN!CAFFEINE!MAGNESIUM!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,BRECKENRIDGE,$73 ,,,,,,
ACETAMINOPHEN!CAFFEINE!MAGNESIUM!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,CYPRESS PHARM,"$139,554 ","$169,873 ","$98,597 ",$498 ,,,
ACETAMINOPHEN!CAFFEINE!PHENYLEPHRINE,O ORALS,OTHER,MEDIQUE PRODS,$978 ,$857 ,,,,,
ACETAMINOPHEN!CAFFEINE!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,POLY PHARM,"$126,964 ","$163,982 ","$13,029 ",,,,
ACETAMINOPHEN!CAFFEINE!PHENYLTOLOXAMINE!SALICYLAMIDE,O ORALS,BRANDED GENERIC,BRECKENRIDGE,$20 ,,,,,,
ACETAMINOPHEN!CAFFEINE!PHENYLTOLOXAMINE!SALICYLAMIDE,O ORALS,BRANDED GENERIC,POLY PHARM,"$52,390 ","$45,111 ","$7,707 ",,,,
ACETAMINOPHEN!CAFFEINE!PYRILAMINE,O ORALS,OTHER,BAYER CONSUMER CAR,"$4,077,167 ","$9,363,612 ","$8,210,506 ","$8,876,660 ","$6,735,567 ","$7,028,436 ","$2,022,941 "
ACETAMINOPHEN!CAFFEINE!PYRILAMINE,O ORALS,OTHER,PRIVATE LABEL,"$706,749 ","$1,255,106 ","$1,223,726 ","$1,014,814 ","$732,825 ","$570,489 ","$197,511 "
ACETAMINOPHEN!CHLOPHEDIANOL!PYRILAMINE,O ORALS,OTHER,CENTURION LABS,,,,,,$813 ,"$2,240 "
ACETAMINOPHEN!CHLORPHENIRAMINE,O ORALS,OTHER,BAYER CONSUMER CAR,"$2,337,011 ","$2,780,954 ","$2,827,901 ","$2,852,368 ","$3,420,432 ","$3,378,694 ","$1,195,712 "
ACETAMINOPHEN!CHLORPHENIRAMINE!CODEINE,O ORALS,BRANDED GENERIC,MCR/AMERICAN PHARM,"$2,865 ","$4,019 ",$982 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,BAYER CONSUMER CAR,"$2,105,102 ","$2,972,208 ","$3,083,684 ","$3,087,068 ","$4,009,144 ","$4,609,718 ","$1,462,872 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,MAJOR PHARM,$235 ,"$1,766 ","$1,461 ","$1,220 ",$2 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,MCNEIL CONS & SPEC,"$5,518,438 ","$2,844,051 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,NOVARTIS CONS HLTH,"$1,244,242 ","$2,372,006 ","$3,220,759 ","$219,912 ","$535,253 ","$255,788 ",$696 
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,PRIVATE LABEL,"$1,031,059 ","$1,581,534 ","$1,290,017 ","$968,541 ","$486,860 ","$385,442 ","$118,272 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,PROCTER & G OTC,"$898,865 ","$586,349 ","$60,194 ","$78,319 ","$59,908 ",$628 ,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!GUAIFENESIN,S OTHER SYSTEMICS,OTHER,BAYER CONSUMER CAR,,$29 ,"$763,925 ","$2,819,703 ","$1,408,903 ","$1,372,225 ","$800,535 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!GUAIFENESIN!PHENYLEPHRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$4,853,349 ",$166 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,BAYER CONSUMER CAR,"$37,198 ","$14,107 ","$98,307 ","$2,672,444 ","$2,744,882 ","$880,962 ","$236,798 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,MATRIXX INITIATIVE,"$589,109 ","$377,654 ","$10,324 ",$795 ,$987 ,"$1,397 ",$280 
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$28,486,200 ","$24,363,439 ","$2,812,959 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,NOVARTIS CONS HLTH,"$1,182,306 ","$2,041,580 ","$2,980,111 ","$191,841 ","$39,090 ","$1,684,865 ","$827,061 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,PFIZER CPD,"$7,716,992 ","$6,696,319 ","$3,140,269 ","$1,607,064 ","$1,962,380 ","$1,709,302 ","$249,080 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,PRIVATE LABEL,"$3,818,658 ","$6,631,637 ","$7,588,867 ","$4,729,599 ","$4,711,632 ","$2,650,973 ","$608,948 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,S OTHER SYSTEMICS,OTHER,PRIVATE LABEL,"$919,379 ","$1,933,860 ","$1,945,526 ","$1,155,101 ","$906,820 ","$847,419 ","$308,088 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,BAYER CONSUMER CAR,"$162,034 ","$96,098 ","$131,480 ","$203,818 ","$1,027,332 ","$2,665,892 ","$1,028,394 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$5,455,410 ","$2,040,356 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,MEDA PHARM,"$55,266 ","$44,965 ","$53,993 ","$27,821 ",$25 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,NOVARTIS CONS HLTH,"$2,707,659 ","$1,540,665 ","$325,103 ","$4,615 ",$12 ,"$194,687 ","$238,276 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,PFIZER CPD,"$11,869 ","$10,115 ",$221 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,PRIVATE LABEL,"$53,280 ","$49,347 ","$16,672 ","$12,202 ","$6,484 ",,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,PROCTER & G OTC,$438 ,"$3,220 ","$2,066 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DIPHENHYDRAMINE!PHENYLEPHRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$1,069,357 ","$1,709,300 ","$41,695 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DIPHENHYDRAMINE!PHENYLEPHRINE,O ORALS,OTHER,PRIVATE LABEL,"$324,356 ","$550,386 ","$710,482 ","$606,217 ","$638,577 ","$626,182 ","$99,833 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,BRANDED GENERIC,BRECKENRIDGE,"$673,800 ","$1,809 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,BRANDED GENERIC,"LUNSCO, INC.",$104 ,,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,BRANDED GENERIC,TIBER PHARM,$615 ,$488 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,BAYER CONSUMER CAR,"$7,096,697 ","$11,293,549 ","$10,558,479 ","$10,993,388 ","$10,166,819 ","$9,807,851 ","$2,963,640 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,GSK CONSUMER HLTH,"$62,465 ","$26,016 ","$23,816 ","$28,347 ","$23,417 ","$21,405 ","$7,164 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$16,318,794 ","$11,632,638 ",$280 ,"$1,088,149 ","$1,514,857 ","$1,319,201 ","$446,291 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,MEDA PHARM,"$1,433,108 ","$2,911,700 ","$1,211,501 ","$2,485,341 ","$4,462,742 ","$3,569,326 ","$1,072,665 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,MEDIQUE PRODS,"$58,188 ","$96,989 ","$83,917 ","$85,274 ","$76,340 ","$33,328 ","$9,763 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,NOVARTIS CONS HLTH,"$319,640 ","$629,076 ","$896,463 ","$112,932 ","$6,316 ","$7,602 ",$154 
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,PFIZER CPD,"$156,421 ","$254,946 ","$1,038,784 ","$593,969 ","$364,678 ","$277,276 ","$92,948 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,PRIVATE LABEL,"$2,185,700 ","$3,154,085 ","$3,013,892 ","$2,328,895 ","$2,044,541 ","$1,586,998 ","$297,714 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,US PHARMACEUT CORP,,,,"$237,581 ","$691,272 ","$860,639 ","$353,377 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,S OTHER SYSTEMICS,OTHER,PRIVATE LABEL,"$642,940 ","$928,691 ","$1,631,390 ","$547,460 ","$6,498 ","$32,478 ","$11,313 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,US PHARMACEUT CORP,"$691,508 ","$2,688,251 ","$2,354,169 ","$1,589 ",,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,BRECKENRIDGE,"$2,076 ",$493 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,GSK CONSUMER HLTH,"$4,956 ","$2,600 ",$956 ,"$1,496 ","$2,903 ","$2,838 ","$1,093 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,MCNEIL CONS & SPEC,"$2,424,597 ","$600,159 ","$1,608 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,NOVARTIS CONS HLTH,"$2,991,334 ","$3,631,883 ","$3,599,810 ","$675,151 ","$49,043 ",$16 ,$20 
ACETAMINOPHEN!CHLORPHENIRAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,PRIVATE LABEL,"$1,209,615 ","$1,176,611 ","$847,858 ","$386,560 ",,$621 ,$662 
ACETAMINOPHEN!CHLORZOXAZONE,O ORALS,BRANDED GENERIC,POLY PHARM,"$48,568 ","$63,501 ","$26,852 ",$436 ,,,
ACETAMINOPHEN!CITRIC ACID!SODIUM,O ORALS,OTHER,PRIVATE LABEL,"$386,889 ","$512,532 ","$437,527 ","$263,188 ","$249,051 ","$250,857 ","$70,204 "
ACETAMINOPHEN!CLEMASTINE!PSEUDOEPHEDRINE,O ORALS,OTHER,NOVARTIS CONS HLTH,$3 ,,,,,,
ACETAMINOPHEN!CODEINE,O ORALS,BRAND,MCNEIL PHARM,"$2,671,597 ","$3,702,030 ","$3,255,279 ","$2,760,130 ","$2,485,514 ","$2,351,049 ","$1,007,349 "
ACETAMINOPHEN!CODEINE,O ORALS,BRANDED GENERIC,ATHLON PHARM,$66 ,,,,,,
ACETAMINOPHEN!CODEINE,O ORALS,BRANDED GENERIC,POLY PHARM,"$3,358 ","$9,259 ","$8,649 ",$291 ,,,
