Molecule,Form,Type,Product,Strength,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,ESGIC-PLUS,500-40-50MG,"$1,087,145 ","$2,002,624 ","$1,314,773 ","$1,399,772 ","$958,535 ","$6,302 ",
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,FIORICET,300-40-50MG,,,,,"$2,866,265 ","$8,691,334 ","$2,422,880 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,FIORICET,325-40-50MG,"$8,818,044 ","$16,987,408 ","$15,762,323 ","$14,651,390 ","$8,180,970 ","$25,670 ","$2,149 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,MARGESIC,325-40-50MG,"$12,003 ","$20,812 ","$22,288 ","$28,387 ","$57,250 ","$85,563 ","$34,750 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,MEDIGESIC,325-40-50MG,$66 ,,,,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,ORBIVAN,50-300-40MG,,"$222,041 ","$415,219 ","$738,593 ","$333,873 ",$298 ,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,REPAN,325-40-50MG,"$29,029 ","$46,863 ","$55,824 ","$30,229 ",,$185 ,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,ZEBUTAL,325-40-50MG,,,,,,"$230,980 ","$85,212 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,BRANDED GENERIC,ZEBUTAL,500-40-50MG,"$1,595,674 ","$3,431,541 ","$3,787,456 ","$4,153,856 ","$4,733,940 ","$649,797 ","$90,825 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,BUTALB/APAP/CAF,325-40-50MG,"$6,880,198 ","$13,752,924 ","$14,735,324 ","$16,019,590 ","$24,861,673 ","$81,647,308 ","$22,958,868 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,BUTALB/APAP/CAF,50-325-40MG,"$4,944 ","$145,680 ","$121,505 ","$356,293 ","$1,806,193 ","$7,616,310 ","$2,563,741 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,BUTALB/APAP/CAF,500-40-50MG,"$822,366 ","$1,743,940 ","$1,930,518 ","$2,796,247 ","$1,373,436 ","$1,226 ",$168 
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,BUTALB/APAP/CAF,50-300-40MG,,,,,"$1,360,773 ","$25,811,346 ","$10,708,799 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE,O ORALS,GENERIC,BUTALB/APAP/CAF,50-500-40MG,"$143,483 ","$215,169 ",$521 ,,,,
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,BRANDED GENERIC,FIORICET W/CODEINE,30-50-325MG,"$1,989,798 ","$3,527,541 ","$3,161,946 ","$3,015,569 ","$1,902,926 ","$45,289 ",$17 
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,BRANDED GENERIC,FIORICET W/CODEINE,50-300-40-30MG,,,,,"$1,128,546 ","$2,527,637 ","$712,142 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,BUTALB/APAP/CAF/CD,30-325-50MG,"$1,936,939 ","$4,039,984 ","$4,097,536 ","$2,885,124 ","$1,803,012 ","$4,356,966 ","$1,821,870 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,BUTALB/APAP/CAF/CD,30MG,"$1,775,192 ","$3,553,133 ","$3,436,874 ","$4,027,427 ","$5,155,460 ","$10,910,039 ","$3,678,554 "
ACETAMINOPHEN!BUTALBITAL!CAFFEINE!CODEINE,O ORALS,GENERIC,BUTALB/APAP/CAF/CD,50-300-30MG,,,,,"$3,902,915 ","$11,658,027 ","$4,170,521 "
ACETAMINOPHEN!CAFFEINE,O ORALS,OTHER,APAP/CAF,500-65MG,"$189,408 ","$432,424 ","$313,246 ","$403,728 ","$1,344,397 ","$1,167,997 ","$206,317 "
ACETAMINOPHEN!CAFFEINE,O ORALS,OTHER,EXCEDRIN ASP/FREE,500-65MG,"$1,191,687 ","$3,373,719 ","$3,782,534 ","$138,172 ",,,
ACETAMINOPHEN!CAFFEINE,O ORALS,OTHER,EXCEDRIN TEN HDCHE,500-65MG,"$3,009,738 ","$5,537,908 ","$5,470,312 ","$179,944 ",$6 ,"$2,135,706 ","$995,005 "
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,PANLOR DC,16-356-30MG,"$6,678 ",$97 ,,,,,
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,PANLOR SS,32-713-60MG,"$119,093 ","$5,115 ",$155 ,,,,
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,TREZIX,16-30-320.5MG,,,,,,"$71,347 ","$786,108 "
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,TREZIX,16-30-356MG,"$148,910 ","$925,295 ","$1,857,524 ","$1,995,008 ","$1,940,315 ","$214,333 ",
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,BRANDED GENERIC,ZERLOR,32-713-60MG,"$10,841 ","$2,588 ",$56 ,$333 ,,,
ACETAMINOPHEN!CAFFEINE!DIHYDROCODEINE,O ORALS,GENERIC,APAP/DHC/CAF,32-713-60MG,"$950,743 ","$2,005,597 ","$2,283,801 ","$1,719,141 ","$619,492 ",$762 ,
ACETAMINOPHEN!CAFFEINE!GUAIFENESIN!PHENYLEPHRINE,O ORALS,OTHER,DECOREL FORTE,325-200-10MG,$87 ,$258 ,$25 ,,,,
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,BRANDED GENERIC,MIGRATEN,65-325-100MG,"$172,573 ","$328,302 ",,,,,
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,BRANDED GENERIC,PRODRIN,130-500-20MG,"$203,539 ","$774,184 ","$2,793,089 ","$1,886,195 ","$1,973,845 ","$240,097 ","$2,365 "
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,BRANDED GENERIC,PRODRIN,65-325-20MG,,,,,,"$1,129,466 ","$211,529 "
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,GENERIC,ISOMTH/APAP/CAF,130-500-20MG,,,"$60,614 ","$1,094,092 ","$1,520,499 ","$192,908 ",
ACETAMINOPHEN!CAFFEINE!ISOMETHEPTENE,O ORALS,GENERIC,ISOMTH/APAP/CAF,325-65-20MG,,,,,,"$1,012,463 ","$665,297 "
ACETAMINOPHEN!CAFFEINE!MAGNESIUM,O ORALS,OTHER,ARTHRITIN PLUS,250-250-32.5MG,$372 ,$355 ,$119 ,$54 ,,,
ACETAMINOPHEN!CAFFEINE!MAGNESIUM!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,CAFGESIC,325-250-50-20MG,"$46,859 ","$100,472 ","$82,749 ",$498 ,,,
ACETAMINOPHEN!CAFFEINE!MAGNESIUM!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,CAFGESIC FORTE,500-500-50-20MG,"$51,608 ","$69,401 ","$15,848 ",,,,
ACETAMINOPHEN!CAFFEINE!PHENYLEPHRINE,O ORALS,OTHER,MEDI-GRAINE,5-500-75MG,$641 ,$857 ,,,,,
ACETAMINOPHEN!CAFFEINE!PHENYLTOLOXAMINE,O ORALS,BRANDED GENERIC,FLEXTRA PLUS,425-45-35MG,"$99,699 ","$163,982 ","$13,029 ",,,,
ACETAMINOPHEN!CAFFEINE!PHENYLTOLOXAMINE!SALICYLAMIDE,O ORALS,BRANDED GENERIC,COMBIFLEX,250-325-20-50MG,$20 ,,,,,,
ACETAMINOPHEN!CAFFEINE!PHENYLTOLOXAMINE!SALICYLAMIDE,O ORALS,BRANDED GENERIC,DURABAC,250-325-20-50MG,"$36,615 ","$45,111 ","$7,707 ",,,,
ACETAMINOPHEN!CAFFEINE!PYRILAMINE,O ORALS,OTHER,APAP/CAF/PYRL,500-15-60MG,"$529,556 ","$1,255,106 ","$1,223,726 ","$1,014,814 ","$732,825 ","$570,496 ","$197,690 "
ACETAMINOPHEN!CAFFEINE!PYRILAMINE,O ORALS,OTHER,MIDOL,500-15-60MG,"$329,899 ","$2,471,325 ","$2,119,058 ","$1,518,236 ","$407,612 ","$390,610 ","$104,214 "
ACETAMINOPHEN!CAFFEINE!PYRILAMINE,O ORALS,OTHER,MIDOL MENSTRUAL,MAX/STR,"$2,616,527 ","$6,892,287 ","$6,091,448 ","$7,358,424 ","$6,327,967 ","$6,637,865 ","$1,918,839 "
ACETAMINOPHEN!CHLOPHEDIANOL!PYRILAMINE,O ORALS,OTHER,NINJACOF-A,12.5-12.5-160MG/5ML,,,,,,$813 ,"$2,240 "
ACETAMINOPHEN!CHLORPHENIRAMINE,O ORALS,OTHER,CORICIDIN ASP/FREE,N/A,"$48,013 ","$58,098 ","$1,378 ",$5 ,"$1,444 ",,
ACETAMINOPHEN!CHLORPHENIRAMINE,O ORALS,OTHER,CORICIDIN HBP C&F,325-2MG,"$1,912,180 ","$2,722,856 ","$2,826,523 ","$2,852,363 ","$3,418,988 ","$3,379,072 ","$1,196,026 "
ACETAMINOPHEN!CHLORPHENIRAMINE!CODEINE,O ORALS,BRANDED GENERIC,COTABFLU,4-20-500MG,"$1,523 ","$4,019 ",$982 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,APAP/CPM/DM,160-5-1MG/5ML,"$905,022 ","$1,581,534 ","$1,290,017 ","$968,541 ","$486,860 ","$385,442 ","$118,294 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,CHILD MAPAP CGH/SNS,5-160-1MG/5ML,$235 ,"$1,766 ","$1,461 ","$1,220 ",$2 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,CORICIDIN HBP MAX FLU,N/A,"$1,748,215 ","$2,972,208 ","$3,083,684 ","$3,087,068 ","$4,009,141 ","$4,609,928 ","$1,463,417 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,TRIAMINIC FLU C/F,160-1-7.5MG/5ML,"$84,897 ","$122,092 ","$14,452 ",$130 ,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,TRIAMINIC MULTSYMP FEVER,7.5-160-1MG/5ML,"$1,051,501 ","$2,249,914 ","$3,206,307 ","$219,782 ","$535,253 ","$255,807 ",$700 
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,TYLENOL CH CGH/RNOS,160-1-5MG/5ML,"$3,270,253 ","$2,105,651 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,TYLENOL CHLD CGH/RN,160-5-1MG/5ML,"$1,193,952 ","$738,400 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,VICKS 44 CC CGH/CD PM,162.5-7.5-1MG/5ML,"$759,782 ","$586,349 ","$60,194 ","$78,319 ","$59,908 ",$628 ,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN,O ORALS,OTHER,VICKS FORMULA 44-M,162.5-1-7.5MG/5ML,$168 ,,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!GUAIFENESIN,S OTHER SYSTEMICS,OTHER,CORICIDIN HBP D/N,10-200-500-2-15MG,,$29 ,"$763,925 ","$2,819,703 ","$1,408,903 ","$1,372,336 ","$800,714 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!GUAIFENESIN!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL COLD MULT,N/A,"$3,017,672 ",$166 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ALKA-SEL PLUS CLD/CGH,325-2-10-5MG,,,"$84,618 ","$2,366,105 ","$2,744,882 ","$880,962 ","$236,863 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ALKA-SELTZER PLS SEV C&F,250-2-10-5MG,,,,"$274,577 ",,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ALKA-SELTZER PLUS C/CG,325-10-5-2MG/30ML,"$21,802 ","$13,601 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ALKA-SELTZER PLUS C/CG,325-2-10-5MG,,,"$13,689 ","$31,762 ",,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ALKA-SELTZER PLUS N/TH,N/A,"$5,332 ",$506 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/DM/PE,325-2-10-5MG,"$1,858,608 ","$3,921,209 ","$4,591,699 ","$1,932,583 ","$2,402,127 ","$991,076 ","$176,539 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/DM/PE,5-2.5-160-1MG/5ML,"$1,465,170 ","$2,707,211 ","$2,997,168 ","$2,797,016 ","$2,309,504 ","$1,660,032 ","$432,560 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/DM/PE,5-325-10-2MG,"$2,361 ","$3,217 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,COMTREX CLD/CGH,10-5-325-2MG,"$385,167 ","$687,165 ","$839,878 ","$75,259 ",,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,COMTREX CLD/CGH DAY/NITE,325-2-10-5MG,"$649,715 ","$1,315,074 ","$2,028,180 ","$98,961 ","$39,086 ","$62,409 ","$18,552 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,COMTREX CLD/CGH NITETIME,10-5-325-2MG,"$1,966 ","$35,058 ","$112,025 ","$17,621 ",$4 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,DIMETAPP MULT-SYM CD/FLU,N/A,,$5 ,"$833,826 ","$1,439,297 ","$1,767,111 ","$1,522,525 ","$228,664 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ROBITUSSIN C/C NT,5-2.5-1-160MG/5ML,"$2,088,088 ","$2,343,970 ","$923,107 ","$114,312 ","$10,904 ",,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ROBITUSSIN CCF NT,160-1-5-2.5MG/5ML,"$4,580,584 ","$4,352,344 ","$1,383,336 ","$53,455 ","$184,365 ","$186,819 ","$20,611 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,THERAFLU SVR CLD NT,325-2-15-5MG,"$25,303 ","$4,283 ",$28 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,TRIAMINIC MS FVR/CLD,5-2.5-160-1MG/5ML,,,,,,"$1,622,601 ","$809,304 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL CHLD+MS/COLD,160-5-2.5-1MG/5ML,"$7,813,692 ","$2,837,529 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL CLD H CON,325-10-5-2MG,"$8,172,614 ","$7,287,328 ","$285,677 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL COLD MULT,10-5-325-2MG,"$1,997,487 ","$911,443 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL COLD MULT,325-2-10-5MG,"$6,929,600 ","$13,327,139 ","$2,527,282 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,O ORALS,OTHER,ZICAM COLD/FLU,650-20-10-4MG,"$411,055 ","$377,654 ","$10,324 ",$795 ,$987 ,"$1,437 ",$280 
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PHENYLEPHRINE,S OTHER SYSTEMICS,OTHER,APAP/CPM/DM/PE,5-325-10-2MG,"$782,584 ","$1,933,860 ","$1,945,526 ","$1,155,101 ","$906,821 ","$847,464 ","$308,165 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,ALKA-SEL PLUS CLD/CGH,250-30-10-2MG,"$103,267 ","$96,098 ","$131,480 ","$203,818 ","$1,027,332 ","$2,665,924 ","$1,028,773 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,APAP/CPM/DM/PSE,30-10-2-325MG,"$31,015 ","$42,504 ","$16,672 ","$12,202 ","$6,484 ",,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,APAP/CPM/DM/PSE,STR UNSP,"$3,004 ",,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,COMTREX CLD/CGH DAY/NITE,N/A,"$823,430 ","$247,020 ","$2,821 ",$485 ,$4 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,COMTREX CLD/CGH DAYTIME,N/A,"$128,651 ","$82,541 ",$16 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,COMTREX CLD/CGH NITETIME,500-30-15-2MG,"$4,367 ","$4,711 ",$235 ,$8 ,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,CONTAC SEVERE COLD FORM,500-2-15-30MG,"$4,215 ","$9,726 ","$12,738 ","$7,992 ",$25 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,CONTAC SEVERE COLD FORM,N/A,"$38,516 ","$35,239 ","$41,255 ","$19,829 ",,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,FLU/COUGH/COLD,STR UNSP,"$6,501 ","$5,916 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,ROBITUSSIN FLU,N/A,"$8,059 ","$10,115 ",$221 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,THERAFLU,CGH/FLU/COLD,"$991,698 ","$708,970 ","$78,423 ",$242 ,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,THERAFLU NITE TIME,MAX/STR,"$251,755 ","$411,190 ","$195,213 ","$3,880 ",$8 ,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,THERAFLU SEVERE C&C,30-60-1000-4MG,"$64,106 ","$86,205 ","$48,395 ",,,"$194,687 ","$238,436 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,TRIACTING COLD-COUGH,STR UNSP,$930 ,$927 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,TRIAMINIC CLD/CGH/FEVER,7.5-15-160-1MG/5ML,"$21,424 ",$28 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,TYLENOL CHILD+FLU,160-5-2.5-1MG/5ML,"$3,334,290 ","$1,737,936 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,TYLENOL FLU,7.5-15-160MG/5ML,"$1,163,320 ","$302,420 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DEXTROMETHORPHAN!PSEUDOEPHEDRINE,O ORALS,OTHER,VICKS FORMULA 44-M,N/A,$350 ,"$3,220 ","$2,066 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!DIPHENHYDRAMINE!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/DPH/PE,325-2-25-5MG,"$282,644 ","$550,386 ","$710,482 ","$606,217 ","$638,577 ","$626,182 ","$99,849 "
ACETAMINOPHEN!CHLORPHENIRAMINE!DIPHENHYDRAMINE!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL ALLERGY MULTI,N/A,"$762,712 ","$1,709,300 ","$41,695 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,BRANDED GENERIC,HISTEX SR,40-500-8MG,$369 ,$488 ,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,BRANDED GENERIC,PROTID,N/A,$52 ,,,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,BRANDED GENERIC,TRITAL SR,40-325-8MG,"$491,096 ","$1,809 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,ALKA-SELTZER PLS CLD MED,5-325-2MG,"$5,910,703 ","$11,293,549 ","$10,558,479 ","$10,993,388 ","$10,166,820 ","$9,807,910 ","$2,963,957 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/PE,2-5-325MG,"$31,085 ","$96,878 ","$113,537 ","$98,324 ","$134,999 ","$74,496 ","$11,642 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/PE,2-5-500MG,"$70,430 ","$187,541 ","$127,243 ","$154,265 ","$105,619 ","$66,535 ","$28,696 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/PE,5-250-2MG,"$896,948 ","$970,084 ","$690,977 ","$614,282 ","$387,512 ","$62,315 ","$21,400 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,APAP/CPM/PE,5-325-2MG,"$728,832 ","$1,899,582 ","$2,077,108 ","$1,462,024 ","$1,416,410 ","$1,383,725 ","$236,224 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,COMTREX FLU THERPY DAY/N,325-2-5MG,"$7,211 ","$34,846 ","$87,537 ","$10,842 ",,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,COMTREX SEVERE C/S,5-325-2MG,"$306,291 ","$594,230 ","$808,926 ","$102,090 ","$6,316 ","$7,602 ",$154 
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,CONTAC COLD/FLU,500-5-2MG,"$136,322 ","$135,812 ","$118,674 ","$228,837 ","$491,110 ","$94,461 ","$44,609 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,CONTAC DAY/NGHT CLD/FLU,500-5-2MG,"$1,070,725 ","$2,775,888 ","$1,092,827 ","$2,256,504 ","$3,971,631 ","$3,475,103 ","$1,029,857 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,DECONGESTANT,N/A,"$51,002 ",,"$5,027 ",,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,DRISTAN COLD,N/A,"$124,039 ","$254,946 ","$309,213 ","$287,661 ","$279,508 ","$277,044 ","$93,015 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,MEDICIDIN-D,5-325-2MG,"$22,443 ","$43,757 ","$40,685 ","$32,616 ","$26,291 ","$33,328 ","$9,790 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,NOREL AD (OTC),10-325-4MG,,,,"$237,581 ","$691,272 ","$860,639 ","$353,406 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,ONSET FORTE,5-162-2MG,"$25,420 ","$53,232 ","$43,232 ","$52,658 ","$50,049 ",,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,ROBITUSSIN PEAK COLD,325-5-2MG,,,"$729,571 ","$306,308 ","$85,171 ",$265 ,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,SINE-OFF SINUS/COLD,500-2-5MG,"$43,677 ","$26,016 ","$23,816 ","$28,347 ","$23,417 ","$21,405 ","$7,164 "
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL ALLERGY MULTI,325-2-5MG,"$687,002 ","$128,897 ",$11 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL ALLERGY MULTI,325-5-2MG,"$2,458,241 ","$2,436,915 ",$269 ,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL CHLD+COLD,160-2.5-1MG/5ML,"$2,491,435 ","$1,086,871 ",,,,,
ACETAMINOPHEN!CHLORPHENIRAMINE!PHENYLEPHRINE,O ORALS,OTHER,TYLENOL COLD MULT,325-10-5MG,"$3,337,129 ","$3,304,912 ",,,,,
